92.085, 143.340, 0.002, 21.044 False
92.085, 143.340, 0.002, 21.077 False
92.085, 143.340, 0.003, 21.110 False
92.085, 143.340, 0.003, 21.143 False
92.085, 143.340, 0.003, 21.176 False
92.085, 143.340, 0.004, 21.209 False
92.085, 143.340, 0.004, 21.242 False
92.085, 143.340, 0.004, 21.275 False
92.085, 143.340, 0.004, 21.308 False
92.085, 143.340, 0.004, 21.341 False
92.085, 143.340, 0.007, 21.374 False
92.085, 143.340, 0.007, 21.407 False
92.085, 143.340, 0.007, 21.440 False
92.085, 143.340, 0.006, 21.473 False
92.085, 143.340, 0.006, 21.506 False
92.085, 143.340, 0.006, 21.539 False
92.085, 143.340, 0.006, 21.572 False
92.085, 143.340, 0.006, 21.605 False
92.085, 143.339, 0.005, 21.638 False
92.085, 143.339, 0.005, 21.671 False
92.085, 143.339, 0.005, 21.704 False
92.085, 143.339, 0.005, 21.737 False
92.085, 143.339, 0.000, 21.770 False
92.085, 143.340, 0.001, 21.803 False
92.085, 143.340, 0.001, 21.836 False
92.085, 143.340, 0.001, 21.869 False
92.085, 143.340, 0.002, 21.902 False
92.085, 143.340, 0.002, 21.935 False
